"grid","sp","mean","sd","ncams","t","d"
"448",8,"GLOR",1.03225806451613,1.13032335335099,62,60,1
"449",1,"TATO",0.96875,1.35656838300831,64,60,1
"450",2,"TATO",2.88709677419355,1.68021113729527,62,60,1
"451",3,"TATO",1.34920634920635,1.13817525379272,63,60,1
"452",4,"TATO",1.328125,1.33398421613184,64,60,1
"453",5,"TATO",1.28571428571429,0.749807963125773,63,60,1
"454",6,"TATO",1.578125,1.16570964148624,64,60,1
"455",7,"TATO",1.625,0.786795792469443,64,60,1
"456",8,"TATO",3.54838709677419,1.32661802666903,62,60,1
"457",1,"PEMA",3.625,3.41113904219945,24,60,2
"458",2,"PEMA",4.04,2.97881408169985,25,60,2
"459",3,"PEMA",4.58333333333333,2.53525861242676,24,60,2
"460",4,"PEMA",4.04,2.54099717958652,25,60,2
"461",5,"PEMA",5.95833333333333,2.33087344454665,24,60,2
"462",6,"PEMA",4.92,2.05993527406405,25,60,2
"463",7,"PEMA",5.92,2.41384893203089,25,60,2
"464",8,"PEMA",5.44,2.04287379280594,25,60,2
"465",1,"GLOR",2.359375,1.79388013879996,64,60,2
"466",2,"GLOR",1.62903225806452,1.82185161591656,62,60,2
"467",3,"GLOR",1.95238095238095,1.52853051325576,63,60,2
"468",4,"GLOR",1.546875,1.85103735394894,64,60,2
"469",5,"GLOR",1.50793650793651,1.77684947601643,63,60,2
"470",6,"GLOR",0.671875,1.39220833484757,64,60,2
"471",7,"GLOR",0.90625,1.41105330465274,64,60,2
"472",8,"GLOR",1.45161290322581,1.58556417383182,62,60,2
"473",1,"TATO",2.71875,2.33312073861435,64,60,2
"474",2,"TATO",6.35483870967742,1.97605978367076,62,60,2
"475",3,"TATO",3.55555555555556,1.64393094762933,63,60,2
"476",4,"TATO",2.171875,1.79553845220127,64,60,2
"477",5,"TATO",4.26984126984127,1.59845035042865,63,60,2
"478",6,"TATO",2.640625,1.91375296128455,64,60,2
"479",7,"TATO",4.421875,1.23191279195572,64,60,2
"480",8,"TATO",5.88709677419355,1.56922073915244,62,60,2
"481",1,"PEMA",5.25,4.67416581722948,24,60,3
"482",2,"PEMA",6.36,4.45234020862437,25,60,3
"483",3,"PEMA",6.91666666666667,3.87765804114519,24,60,3
"484",4,"PEMA",6.24,3.35757849250518,25,60,3
"485",5,"PEMA",9.04166666666667,3.02854774591311,24,60,3
"486",6,"PEMA",6.28,2.77668867538296,25,60,3
"487",7,"PEMA",8.24,2.86181760425084,25,60,3
"488",8,"PEMA",8.28,2.74651294068194,25,60,3
"489",1,"GLOR",3.015625,2.11188764957903,64,60,3
"490",2,"GLOR",2,2.31176605543943,62,60,3
"491",3,"GLOR",2.79365079365079,2.08805149299015,63,60,3
"492",4,"GLOR",2.375,2.34012616672488,64,60,3
"493",5,"GLOR",1.93650793650794,2.10125166901752,63,60,3
"494",6,"GLOR",0.96875,1.71796067734069,64,60,3
"495",7,"GLOR",1.28125,1.82111730922757,64,60,3
"496",8,"GLOR",1.88709677419355,1.96781345502055,62,60,3
"497",1,"TATO",4.375,2.53546276418555,64,60,3
"498",2,"TATO",8.69354838709677,2.64009879147881,62,60,3
"499",3,"TATO",5.34920634920635,2.21547875958055,63,60,3
"500",4,"TATO",2.890625,2.63141694885667,64,60,3
"501",5,"TATO",6.41269841269841,2.19702820275642,63,60,3
"502",6,"TATO",3.171875,2.34726918333787,64,60,3
"503",7,"TATO",7.65625,1.64479699138135,64,60,3
"504",8,"TATO",7.24193548387097,2.18553728901409,62,60,3
"505",1,"PEMA",6.79166666666667,6.10045733614661,24,60,4
"506",2,"PEMA",8.64,5.7,25,60,4
"507",3,"PEMA",9.875,4.75771684374106,24,60,4
"508",4,"PEMA",9.4,3.98956973452861,25,60,4
"509",5,"PEMA",11.8333333333333,4.07181902163241,24,60,4
"510",6,"PEMA",7.68,3.5557465226494,25,60,4
"511",7,"PEMA",10.56,3.44093010681705,25,60,4
"512",8,"PEMA",9.64,3.43850742813409,25,60,4
"513",1,"GLOR",3.328125,2.31663883162449,64,60,4
"514",2,"GLOR",2.14516129032258,2.50799883777491,62,60,4
"515",3,"GLOR",3.44444444444444,2.394737360357,63,60,4
"516",4,"GLOR",2.890625,2.6010815058356,64,60,4
"517",5,"GLOR",2.34920634920635,2.4897125767441,63,60,4
"518",6,"GLOR",1.09375,1.80579973928802,64,60,4
"519",7,"GLOR",1.546875,2.13756787695068,64,60,4
"520",8,"GLOR",1.93548387096774,2.03953520695067,62,60,4
"521",1,"TATO",5.3125,2.85565437417799,64,60,4
"522",2,"TATO",9.7741935483871,3.04296746257964,62,60,4
"523",3,"TATO",6.63492063492064,3.01234871017021,63,60,4
"524",4,"TATO",3.609375,3.28351915113541,64,60,4
"525",5,"TATO",8.71428571428571,2.98073692678977,63,60,4
"526",6,"TATO",3.40625,2.65305304812973,64,60,4
"527",7,"TATO",10.5,2.39708818069585,64,60,4
"528",8,"TATO",8.19354838709677,2.70905409465818,62,60,4
"529",1,"PEMA",7.33333333333333,6.75449394150273,24,60,5
"530",2,"PEMA",10.16,6.76190308517753,25,60,5
"531",3,"PEMA",12.375,5.35531024554945,24,60,5
"532",4,"PEMA",12.64,4.84664832642105,25,60,5
"533",5,"PEMA",14.2916666666667,4.79564264784159,24,60,5
"534",6,"PEMA",8.8,4.28174419288838,25,60,5
"535",7,"PEMA",12.84,4.24931367007269,25,60,5
"536",8,"PEMA",12.32,4.44147122772023,25,60,5
"537",1,"GLOR",3.484375,2.41024392824685,64,60,5
"538",2,"GLOR",2.33870967741935,2.74574811918413,62,60,5
"539",3,"GLOR",3.85714285714286,2.6631120702324,63,60,5
"540",4,"GLOR",3.171875,2.79202201007834,64,60,5
"541",5,"GLOR",2.6031746031746,2.80287687771023,63,60,5
"542",6,"GLOR",1.1875,1.84197099403252,64,60,5
"543",7,"GLOR",1.609375,2.12779927669523,64,60,5
"544",8,"GLOR",2.37096774193548,2.50398941342589,62,60,5
"545",1,"TATO",6,3.28053421898092,64,60,5
"546",2,"TATO",10.3709677419355,3.1426931698144,62,60,5
"547",3,"TATO",7.49206349206349,3.40243279127297,63,60,5
"548",4,"TATO",4.203125,3.56873410262492,64,60,5
"549",5,"TATO",10.7301587301587,3.75974582705743,63,60,5
"550",6,"TATO",3.625,2.8646726176562,64,60,5
"551",7,"TATO",12.4375,2.95401260596337,64,60,5
"552",8,"TATO",9.85483870967742,3.00189434285921,62,60,5
"553",1,"PEMA",7.70833333333333,7.02467184235346,24,60,6
"554",2,"PEMA",11.08,7.2106402859478,25,60,6
"555",3,"PEMA",14.75,6.00181132079598,24,60,6
"556",4,"PEMA",14.68,5.22589705218157,25,60,6
"557",5,"PEMA",16.5,5.19196703948806,24,60,6
"558",6,"PEMA",10.4,4.82182538049648,25,60,6
"559",7,"PEMA",14.52,4.56544995956952,25,60,6
"560",8,"PEMA",15.28,5.53413648789643,25,60,6
"561",1,"GLOR",3.5625,2.40287526180814,64,60,6
"562",2,"GLOR",2.43548387096774,2.89499833088055,62,60,6
"563",3,"GLOR",4.11111111111111,2.75979844466895,63,60,6
"564",4,"GLOR",3.390625,2.92019344597319,64,60,6
"565",5,"GLOR",2.80952380952381,2.99923185250309,63,60,6
"566",6,"GLOR",1.375,2.05866345916355,64,60,6
"567",7,"GLOR",1.625,2.12692489848831,64,60,6
"568",8,"GLOR",2.7258064516129,2.86396123038319,62,60,6
"569",1,"TATO",6.203125,3.31987610927763,64,60,6
"570",2,"TATO",10.8548387096774,3.40610240305783,62,60,6
"571",3,"TATO",7.93650793650794,3.57803791913144,63,60,6
"572",4,"TATO",4.5,3.72464976514784,64,60,6
"573",5,"TATO",12.4920634920635,4.34731291078648,63,60,6
"574",6,"TATO",3.75,3.02371578407382,64,60,6
"575",7,"TATO",12.875,3.1446603773522,64,60,6
"576",8,"TATO",11.1290322580645,3.43789809482739,62,60,6
"577",1,"PEMA",8.29166666666667,7.48609822715857,24,60,7
"578",2,"PEMA",11.68,7.73369252039412,25,60,7
"579",3,"PEMA",16.7916666666667,7.00918134937353,24,60,7
"580",4,"PEMA",16.68,6.41430692540771,25,60,7
"581",5,"PEMA",18.25,5.69706255355604,24,60,7
"582",6,"PEMA",12.12,5.37990086649683,25,60,7
"583",7,"PEMA",15.2,4.76969600708473,25,60,7
"584",8,"PEMA",18.04,6.33429817212083,25,60,7
"585",1,"GLOR",3.765625,2.52443416573751,64,60,7
"586",2,"GLOR",2.5,2.94623961497575,62,60,7
"587",3,"GLOR",4.25396825396825,2.91253272980781,63,60,7
"588",4,"GLOR",3.4375,2.96473987723755,64,60,7
"589",5,"GLOR",2.93650793650794,3.16672730154577,63,60,7
"590",6,"GLOR",1.5,2.18944074906146,64,60,7
"591",7,"GLOR",1.65625,2.11734147473546,64,60,7
"592",8,"GLOR",3.20967741935484,3.23979910718112,62,60,7
"593",1,"TATO",6.375,3.45722156541651,64,60,7
"594",2,"TATO",11.4193548387097,3.6554400829304,62,60,7
"595",3,"TATO",8.28571428571429,3.87476772010822,63,60,7
"596",4,"TATO",4.5625,3.76228147601451,64,60,7
"597",5,"TATO",14.2380952380952,5.0023036168004,63,60,7
"598",6,"TATO",3.953125,3.23389630592267,64,60,7
"599",7,"TATO",13.0625,3.21640142010261,64,60,7
"600",8,"TATO",12.741935483871,4.02425223222356,62,60,7
"601",1,"PEMA",9.125,8.17372513660055,24,60,8
"602",2,"PEMA",11.84,7.89873407578708,25,60,8
"603",3,"PEMA",18.75,7.63999772365092,24,60,8
"604",4,"PEMA",18,6.6395280956807,25,60,8
"605",5,"PEMA",19.7916666666667,6.12180114634266,24,60,8
"606",6,"PEMA",13.8,5.90903263374528,25,60,8
"607",7,"PEMA",15.88,5.15848815061157,25,60,8
"608",8,"PEMA",19.76,7.18377802181183,25,60,8
"609",1,"GLOR",3.890625,2.63744216817662,64,60,8
"610",2,"GLOR",2.58064516129032,3.09175735001466,62,60,8
"611",3,"GLOR",4.57142857142857,3.15571312790344,63,60,8
"612",4,"GLOR",3.515625,3.0131573247164,64,60,8
"613",5,"GLOR",3.11111111111111,3.45529566033913,63,60,8
"614",6,"GLOR",1.796875,2.29685559731574,64,60,8
"615",7,"GLOR",1.71875,2.16368842929097,64,60,8
"616",8,"GLOR",3.56451612903226,3.62423974047757,62,60,8
"617",1,"TATO",6.546875,3.56762197931642,64,60,8
"618",2,"TATO",11.6935483870968,3.77475961530771,62,60,8
"619",3,"TATO",8.47619047619048,4.00345472930384,63,60,8
"620",4,"TATO",4.65625,3.87183050101259,64,60,8
"621",5,"TATO",15.4603174603175,5.37564818844951,63,60,8
"622",6,"TATO",4.453125,3.67285057539867,64,60,8
"623",7,"TATO",13.359375,3.32077246463903,64,60,8
"624",8,"TATO",13.7903225806452,4.34623295255126,62,60,8
"625",1,"PEMA",9.66666666666667,8.54485182748204,24,60,9
"626",2,"PEMA",11.84,7.89873407578708,25,60,9
"627",3,"PEMA",18.75,7.63999772365092,24,60,9
"628",4,"PEMA",18,6.6395280956807,25,60,9
"629",5,"PEMA",21,6.48744607081547,24,60,9
"630",6,"PEMA",13.8,5.90903263374528,25,60,9
"631",7,"PEMA",15.88,5.15848815061157,25,60,9
"632",8,"PEMA",19.76,7.18377802181183,25,60,9
"633",1,"GLOR",4.015625,2.78597500814917,64,60,9
"634",2,"GLOR",2.58064516129032,3.09175735001466,62,60,9
"635",3,"GLOR",4.57142857142857,3.15571312790344,63,60,9
"636",4,"GLOR",3.515625,3.0131573247164,64,60,9
"637",5,"GLOR",3.33333333333333,3.69393574528883,63,60,9
"638",6,"GLOR",1.796875,2.29685559731574,64,60,9
"639",7,"GLOR",1.71875,2.16368842929097,64,60,9
"640",8,"GLOR",3.56451612903226,3.62423974047757,62,60,9
"641",1,"TATO",6.6875,3.65094030071228,64,60,9
"642",2,"TATO",11.758064516129,3.76213003789063,62,60,9
"643",3,"TATO",8.53968253968254,4.07915787018001,63,60,9
"644",4,"TATO",4.65625,3.87183050101259,64,60,9
"645",5,"TATO",16.5238095238095,5.71883459495236,63,60,9
"646",6,"TATO",4.484375,3.70753067824917,64,60,9
"647",7,"TATO",13.734375,3.51071912996808,64,60,9
"648",8,"TATO",13.8548387096774,4.31864723125022,62,60,9
"649",1,"PEMA",0.625,0.49453535504684,24,1440,1
"650",2,"PEMA",0.72,0.458257569495584,25,1440,1
"651",3,"PEMA",0.833333333333333,0.380693493813441,24,1440,1
"652",4,"PEMA",0.76,0.435889894354067,25,1440,1
"653",5,"PEMA",0.958333333333333,0.204124145231932,24,1440,1
"654",6,"PEMA",0.88,0.33166247903554,25,1440,1
"655",7,"PEMA",0.88,0.33166247903554,25,1440,1
"656",8,"PEMA",0.96,0.2,25,1440,1
"657",1,"GLOR",0.640625,0.483610347546419,64,1440,1
"658",2,"GLOR",0.5,0.504081700377764,62,1440,1
"659",3,"GLOR",0.523809523809524,0.503444357598888,63,1440,1
"660",4,"GLOR",0.34375,0.478713553878169,64,1440,1
"661",5,"GLOR",0.444444444444444,0.500895255864607,63,1440,1
"662",6,"GLOR",0.21875,0.416666666666667,64,1440,1
"663",7,"GLOR",0.28125,0.453163483587483,64,1440,1
"664",8,"GLOR",0.580645161290323,0.497481760000887,62,1440,1
"665",1,"TATO",0.4375,0.5,64,1440,1
"666",2,"TATO",0.903225806451613,0.298063554635246,62,1440,1
"667",3,"TATO",0.746031746031746,0.438775935480263,63,1440,1
"668",4,"TATO",0.59375,0.495014830625995,64,1440,1
"669",5,"TATO",0.888888888888889,0.316793975540994,63,1440,1
"670",6,"TATO",0.78125,0.416666666666667,64,1440,1
"671",7,"TATO",1,0,64,1440,1
"672",8,"TATO",1,0,62,1440,1
"673",1,"PEMA",1.29166666666667,0.907896118682551,24,1440,2
"674",2,"PEMA",1.48,0.871779788708135,25,1440,2
"675",3,"PEMA",1.66666666666667,0.701964118163034,24,1440,2
"676",4,"PEMA",1.64,0.637704215656966,25,1440,2
"677",5,"PEMA",1.91666666666667,0.408248290463863,24,1440,2
"678",6,"PEMA",1.84,0.472581562625261,25,1440,2
"679",7,"PEMA",1.8,0.5,25,1440,2
"680",8,"PEMA",1.92,0.4,25,1440,2
"681",1,"GLOR",1.28125,0.78616509433805,64,1440,2
"682",2,"GLOR",0.967741935483871,0.904773170296288,62,1440,2
"683",3,"GLOR",1.19047619047619,0.779932645089033,63,1440,2
"684",4,"GLOR",0.8125,0.814062904632322,64,1440,2
"685",5,"GLOR",0.904761904761905,0.855990008124637,63,1440,2
"686",6,"GLOR",0.421875,0.685558224635282,64,1440,2
"687",7,"GLOR",0.59375,0.770873551074384,64,1440,2
"688",8,"GLOR",0.887096774193548,0.770455235020018,62,1440,2
"689",1,"TATO",1.1875,0.774084200333755,64,1440,2
"690",2,"TATO",1.88709677419355,0.319057973542782,62,1440,2
"691",3,"TATO",1.68253968253968,0.533563698328598,63,1440,2
"692",4,"TATO",1.046875,0.805333165799415,64,1440,2
"693",5,"TATO",1.85714285714286,0.395830806847786,63,1440,2
"694",6,"TATO",1.375,0.74535599249993,64,1440,2
"695",7,"TATO",2,0,64,1440,2
"696",8,"TATO",1.95161290322581,0.21633454320768,62,1440,2
"697",1,"PEMA",1.875,1.36134524260572,24,1440,3
"698",2,"PEMA",2.24,1.3,25,1440,3
"699",3,"PEMA",2.54166666666667,0.977092700273386,24,1440,3
"700",4,"PEMA",2.44,0.869865890046659,25,1440,3
"701",5,"PEMA",2.83333333333333,0.637022057270606,24,1440,3
"702",6,"PEMA",2.48,0.714142842854285,25,1440,3
"703",7,"PEMA",2.76,0.66332495807108,25,1440,3
"704",8,"PEMA",2.88,0.6,25,1440,3
"705",1,"GLOR",1.765625,1.05020311716429,64,1440,3
"706",2,"GLOR",1.19354838709677,1.17122199989163,62,1440,3
"707",3,"GLOR",1.71428571428571,1.03843199768925,63,1440,3
"708",4,"GLOR",1.296875,1.03401954941453,64,1440,3
"709",5,"GLOR",1.23809523809524,1.07334697685273,63,1440,3
"710",6,"GLOR",0.65625,0.946484724300046,64,1440,3
"711",7,"GLOR",0.90625,1.10867789130417,64,1440,3
"712",8,"GLOR",1.25806451612903,1.08545501331624,62,1440,3
"713",1,"TATO",1.953125,0.933157934199099,64,1440,3
"714",2,"TATO",2.82258064516129,0.42558324678859,62,1440,3
"715",3,"TATO",2.53968253968254,0.736718899108149,63,1440,3
"716",4,"TATO",1.390625,1.13553270486126,64,1440,3
"717",5,"TATO",2.73015873015873,0.573791836097861,63,1440,3
"718",6,"TATO",1.765625,1.05020311716429,64,1440,3
"719",7,"TATO",2.984375,0.125,64,1440,3
"720",8,"TATO",2.66129032258065,0.510337348636183,62,1440,3
"721",1,"PEMA",2.375,1.73987755691126,24,1440,4
"722",2,"PEMA",3.04,1.67032930884901,25,1440,4
"723",3,"PEMA",3.45833333333333,1.2150922908826,24,1440,4
"724",4,"PEMA",3.4,1,25,1440,4
"725",5,"PEMA",3.75,0.896854406292881,24,1440,4
"726",6,"PEMA",3.12,1.01324561023804,25,1440,4
"727",7,"PEMA",3.68,0.852447456836295,25,1440,4
"728",8,"PEMA",3.56,0.869865890046659,25,1440,4
"729",1,"GLOR",2.03125,1.208025412326,64,1440,4
"730",2,"GLOR",1.30645161290323,1.31309557512909,62,1440,4
"731",3,"GLOR",2.23809523809524,1.30401718910952,63,1440,4
"732",4,"GLOR",1.6875,1.24562727233603,64,1440,4
"733",5,"GLOR",1.50793650793651,1.30597900335115,63,1440,4
"734",6,"GLOR",0.78125,1.07598238611889,64,1440,4
"735",7,"GLOR",1.15625,1.41666666666667,64,1440,4
"736",8,"GLOR",1.30645161290323,1.18167302455653,62,1440,4
"737",1,"TATO",2.59375,1.13695150739103,64,1440,4
"738",2,"TATO",3.56451612903226,0.643274607805302,62,1440,4
"739",3,"TATO",3.23809523809524,0.962427805659204,63,1440,4
"740",4,"TATO",1.8125,1.44612234657716,64,1440,4
"741",5,"TATO",3.63492063492063,0.747071428583668,63,1440,4
"742",6,"TATO",1.953125,1.29012965387573,64,1440,4
"743",7,"TATO",3.9375,0.302108989058322,64,1440,4
"744",8,"TATO",3.25806451612903,0.766843303098579,62,1440,4
"745",1,"PEMA",2.79166666666667,2.10546218548155,24,1440,5
"746",2,"PEMA",3.64,2.0591260281974,25,1440,5
"747",3,"PEMA",4.375,1.46888008212113,24,1440,5
"748",4,"PEMA",4.36,1.15036226178249,25,1440,5
"749",5,"PEMA",4.625,1.17260393995586,24,1440,5
"750",6,"PEMA",3.72,1.3699148392023,25,1440,5
"751",7,"PEMA",4.52,1.0847426730182,25,1440,5
"752",8,"PEMA",4.48,1.0847426730182,25,1440,5
"753",1,"GLOR",2.15625,1.28753178416616,64,1440,5
"754",2,"GLOR",1.46774193548387,1.49005162123676,62,1440,5
"755",3,"GLOR",2.58730158730159,1.56199748703817,63,1440,5
"756",4,"GLOR",1.921875,1.45083104263926,64,1440,5
"757",5,"GLOR",1.6984126984127,1.50948528543107,63,1440,5
"758",6,"GLOR",0.859375,1.13902196280231,64,1440,5
"759",7,"GLOR",1.21875,1.41946502330313,64,1440,5
"760",8,"GLOR",1.66129032258065,1.48150951361144,62,1440,5
"761",1,"TATO",3.078125,1.28859080775911,64,1440,5
"762",2,"TATO",4.04838709677419,0.857511063922099,62,1440,5
"763",3,"TATO",3.77777777777778,1.1973686801785,63,1440,5
"764",4,"TATO",2.203125,1.66361327446739,64,1440,5
"765",5,"TATO",4.50793650793651,0.948224416628698,63,1440,5
"766",6,"TATO",2.125,1.47465357782876,64,1440,5
"767",7,"TATO",4.734375,0.597406763662616,64,1440,5
"768",8,"TATO",4.08064516129032,0.910744373931749,62,1440,5
"769",1,"PEMA",3.08333333333333,2.32035729382664,24,1440,6
"770",2,"PEMA",4.16,2.37486841740758,25,1440,6
"771",3,"PEMA",5.20833333333333,1.76879144853366,24,1440,6
"772",4,"PEMA",5.32,1.31402688962847,25,1440,6
"773",5,"PEMA",5.54166666666667,1.44400309124885,24,1440,6
"774",6,"PEMA",4.56,1.6350331291241,25,1440,6
"775",7,"PEMA",5.2,1.3228756555323,25,1440,6
"776",8,"PEMA",5.36,1.35030860670194,25,1440,6
"777",1,"GLOR",2.234375,1.30617808528401,64,1440,6
"778",2,"GLOR",1.54838709677419,1.61628413500742,62,1440,6
"779",3,"GLOR",2.79365079365079,1.62796855560037,63,1440,6
"780",4,"GLOR",2.109375,1.59480493408372,64,1440,6
"781",5,"GLOR",1.87301587301587,1.64112533668569,63,1440,6
"782",6,"GLOR",1.03125,1.29674500926266,64,1440,6
"783",7,"GLOR",1.234375,1.42251942269219,64,1440,6
"784",8,"GLOR",1.93548387096774,1.66812909574273,62,1440,6
"785",1,"TATO",3.234375,1.34213981600811,64,1440,6
"786",2,"TATO",4.41935483870968,1.00079291673618,62,1440,6
"787",3,"TATO",4.14285714285714,1.42395567683311,63,1440,6
"788",4,"TATO",2.484375,1.80820166297022,64,1440,6
"789",5,"TATO",5.38095238095238,1.15603007311831,63,1440,6
"790",6,"TATO",2.234375,1.59106819962974,64,1440,6
"791",7,"TATO",5.0625,0.852168103246347,64,1440,6
"792",8,"TATO",4.7741935483871,1.13685437218856,62,1440,6
"793",1,"PEMA",3.41666666666667,2.58619523568919,24,1440,7
"794",2,"PEMA",4.52,2.63185612575358,25,1440,7
"795",3,"PEMA",6.04166666666667,2.0951116327354,24,1440,7
"796",4,"PEMA",6.08,1.52534149181967,25,1440,7
"797",5,"PEMA",6.33333333333333,1.71100445115846,24,1440,7
"798",6,"PEMA",5.36,1.77670106283152,25,1440,7
"799",7,"PEMA",5.68,1.6,25,1440,7
"800",8,"PEMA",6.24,1.58850034099251,25,1440,7
"801",1,"GLOR",2.40625,1.3997590495601,64,1440,7
"802",2,"GLOR",1.61290322580645,1.6728775513936,62,1440,7
"803",3,"GLOR",2.93650793650794,1.77684947601643,63,1440,7
"804",4,"GLOR",2.15625,1.64479699138135,64,1440,7
"805",5,"GLOR",1.96825396825397,1.75028342376087,63,1440,7
"806",6,"GLOR",1.15625,1.44989052679247,64,1440,7
"807",7,"GLOR",1.265625,1.41692924737387,64,1440,7
"808",8,"GLOR",2.32258064516129,1.89714361260089,62,1440,7
"809",1,"TATO",3.40625,1.48771423693989,64,1440,7
"810",2,"TATO",4.82258064516129,1.1945805704478,62,1440,7
"811",3,"TATO",4.41269841269841,1.64252874119225,63,1440,7
"812",4,"TATO",2.546875,1.86810903033157,64,1440,7
"813",5,"TATO",6.22222222222222,1.3612665407561,63,1440,7
"814",6,"TATO",2.40625,1.76130137673328,64,1440,7
"815",7,"TATO",5.234375,0.955222694886065,64,1440,7
"816",8,"TATO",5.51612903225806,1.35188921221161,62,1440,7
"817",1,"PEMA",3.95833333333333,2.97056818846477,24,1440,8
"818",2,"PEMA",4.68,2.79463772249642,25,1440,8
"819",3,"PEMA",6.83333333333333,2.35291986350109,24,1440,8
"820",4,"PEMA",6.8,1.73205080756888,25,1440,8
"821",5,"PEMA",7.20833333333333,1.97768346407052,24,1440,8
"822",6,"PEMA",6.08,1.95618676681616,25,1440,8
"823",7,"PEMA",6.16,1.8411952639522,25,1440,8
"824",8,"PEMA",7.04,1.85921130231791,25,1440,8
"825",1,"GLOR",2.515625,1.50123956718947,64,1440,8
"826",2,"GLOR",1.69354838709677,1.80698743658636,62,1440,8
"827",3,"GLOR",3.20634920634921,1.93573133765302,63,1440,8
"828",4,"GLOR",2.234375,1.71586608701595,64,1440,8
"829",5,"GLOR",2.0952380952381,1.91525527410237,63,1440,8
"830",6,"GLOR",1.421875,1.60163297125252,64,1440,8
"831",7,"GLOR",1.3125,1.45705726483755,64,1440,8
"832",8,"GLOR",2.58064516129032,2.12362501009495,62,1440,8
"833",1,"TATO",3.5625,1.6122054302124,64,1440,8
"834",2,"TATO",5.06451612903226,1.29147225355514,62,1440,8
"835",3,"TATO",4.58730158730159,1.7927715130213,63,1440,8
"836",4,"TATO",2.640625,1.98699891357285,64,1440,8
"837",5,"TATO",6.90476190476191,1.48882163530463,63,1440,8
"838",6,"TATO",2.8125,2.07689481281361,64,1440,8
"839",7,"TATO",5.515625,1.19512485234741,64,1440,8
"840",8,"TATO",6.12903225806452,1.48747636396972,62,1440,8
"841",1,"PEMA",4.25,3.22018092929439,24,1440,9
"842",2,"PEMA",4.68,2.79463772249642,25,1440,9
"843",3,"PEMA",6.83333333333333,2.35291986350109,24,1440,9
"844",4,"PEMA",6.8,1.73205080756888,25,1440,9
"845",5,"PEMA",7.91666666666667,2.26344613494492,24,1440,9
"846",6,"PEMA",6.08,1.95618676681616,25,1440,9
"847",7,"PEMA",6.16,1.8411952639522,25,1440,9
"848",8,"PEMA",7.04,1.85921130231791,25,1440,9
"849",1,"GLOR",2.609375,1.61949617385867,64,1440,9
"850",2,"GLOR",1.69354838709677,1.80698743658636,62,1440,9
"851",3,"GLOR",3.20634920634921,1.93573133765302,63,1440,9
"852",4,"GLOR",2.234375,1.71586608701595,64,1440,9
"853",5,"GLOR",2.3015873015873,2.1450236530384,63,1440,9
"854",6,"GLOR",1.421875,1.60163297125252,64,1440,9
"855",7,"GLOR",1.3125,1.45705726483755,64,1440,9
"856",8,"GLOR",2.58064516129032,2.12362501009495,62,1440,9
"857",1,"TATO",3.703125,1.70600887155995,64,1440,9
"858",2,"TATO",5.12903225806452,1.2865492156106,62,1440,9
"859",3,"TATO",4.63492063492064,1.85177845903378,63,1440,9
"860",4,"TATO",2.640625,1.98699891357285,64,1440,9
"861",5,"TATO",7.50793650793651,1.68363102111436,63,1440,9
"862",6,"TATO",2.84375,2.12482492275974,64,1440,9
"863",7,"TATO",5.828125,1.36340711757493,64,1440,9
"864",8,"TATO",6.19354838709677,1.49138190595957,62,1440,9
