"Directory","1","2","3","4","5","6","7","8","9"
"8A1",16,1,1,2,1,0,0,0,0
"8A2",13,1,0,0,0,1,1,0,0
"8A3",41,4,0,1,5,4,1,0,0
"8A4",39,3,0,2,0,0,0,1,0
"8A5",34,13,1,2,3,0,0,1,0
"8A6",40,21,2,3,0,1,4,2,0
"8A7",59,5,0,2,1,0,2,1,0
"8A8",79,28,3,3,2,6,2,0,2
"8B1",33,4,1,2,2,2,1,0,0
"8B2",0,0,0,0,0,0,0,0,0
"8B3",29,5,3,1,3,0,1,1,0
"8B4",18,2,2,3,2,0,0,0,0
"8B5",17,7,3,0,1,2,3,0,0
"8B6",68,2,3,5,2,1,3,0,0
"8B7",30,8,1,1,1,4,0,1,1
"8B8",29,0,1,2,4,2,3,5,0
"8C1",78,5,0,1,2,2,2,1,0
"8C2",43,7,2,4,2,1,1,0,0
"8C3",36,2,0,0,1,0,0,1,0
"8C4",26,5,0,1,0,0,0,2,0
"8C5",14,1,1,0,1,0,1,0,0
"8C6",44,2,0,0,2,6,5,0,0
"8C7",60,3,0,1,5,3,5,1,0
"8C8",71,3,1,2,2,3,2,2,0
"8D1",36,4,0,1,6,1,2,1,0
"8D2",20,5,4,1,2,1,3,0,0
"8D3",20,3,0,0,1,0,3,0,0
"8D4",32,1,1,0,1,1,0,1,0
"8D5",75,8,10,6,3,4,4,2,0
"8D6",44,7,3,1,3,3,2,1,0
"8D7",72,3,5,4,1,4,5,0,0
"8D8",83,1,4,3,1,4,2,0,0
"8E1",83,5,2,1,7,1,4,0,0
"8E2",23,10,6,3,3,1,0,4,0
"8E3",57,3,2,0,2,0,1,0,0
"8E4",35,9,2,0,3,0,0,2,0
"8E5",67,50,6,2,2,3,1,2,0
"8E6",35,2,4,3,1,4,3,3,0
"8E7",91,2,3,2,4,2,2,2,0
"8E8",97,1,0,1,4,2,3,5,0
"8F1",71,2,0,0,4,2,2,1,0
"8F2",52,1,2,0,2,5,3,5,0
"8F3",37,2,0,1,3,1,0,0,0
"8F4",44,4,5,3,2,3,5,1,0
"8F5",71,5,3,0,4,1,0,3,0
"8F6",21,2,1,0,2,2,2,2,1
"8F7",45,4,1,1,0,3,3,4,0
"8F8",141,0,4,0,0,0,0,0,1
"8G1",123,4,0,0,5,2,4,1,0
"8G2",0,0,0,0,0,0,0,0,0
"8G3",73,4,2,0,0,1,3,1,0
"8G4",20,2,1,1,0,1,1,1,0
"8G5",37,4,4,0,2,2,5,4,0
"8G6",97,3,7,1,1,1,4,5,0
"8G7",52,6,1,1,0,0,0,1,0
"8G8",113,1,0,0,1,1,2,1,0
"8H1",122,2,2,0,0,1,3,0,0
"8H2",55,3,1,0,2,0,2,0,0
"8H3",61,2,1,1,2,2,2,4,0
"8H4",57,4,1,0,1,0,0,0,0
"8H5",81,1,0,0,1,0,1,2,0
"8H6",69,0,0,0,0,0,0,0,0
"8H7",134,7,3,0,1,0,3,0,0
"8H8",50,7,1,0,3,3,2,3,0
