"Directory","1","2","3","4","5","6","7","8"
"7A1",0,0,0,0,0,0,0,0
"7A2",0,0,0,0,1,0,0,0
"7A3",0,1,1,1,0,0,0,0
"7A4",1,0,1,1,0,0,0,0
"7A5",0,0,0,0,0,0,0,0
"7A6",0,0,0,0,0,0,0,0
"7A7",0,0,0,0,0,0,0,0
"7A8",0,0,0,0,0,0,0,0
"7B1",0,0,0,0,1,0,0,1
"7B2",0,1,0,0,0,0,0,1
"7B3",0,0,0,0,0,0,0,0
"7B4",0,0,0,0,0,0,0,0
"7B5",0,0,0,0,0,0,0,0
"7B6",0,0,0,0,0,0,0,0
"7B7",0,1,0,0,0,0,0,0
"7B8",0,0,0,0,0,0,0,0
"7C1",0,1,0,1,0,0,0,0
"7C2",0,0,0,0,1,0,0,0
"7C3",0,1,0,0,0,0,0,0
"7C4",0,1,0,1,0,0,0,0
"7C5",0,0,1,0,0,1,0,0
"7C6",0,0,0,0,0,0,0,0
"7C7",0,0,0,0,0,0,0,0
"7C8",0,0,0,0,0,0,0,0
"7D1",0,0,0,0,0,0,0,0
"7D2",0,0,0,0,0,0,0,0
"7D3",0,1,0,0,0,0,0,0
"7D4",0,1,1,1,1,0,0,0
"7D5",0,0,1,1,0,0,0,0
"7D6",0,0,1,0,0,0,0,0
"7D7",0,0,0,0,0,0,1,0
"7D8",0,0,0,0,0,0,0,0
"7E1",1,1,1,0,0,0,0,0
"7E2",1,1,1,1,0,0,0,0
"7E3",1,1,1,1,0,0,0,0
"7E4",1,0,0,0,0,0,0,0
"7E5",1,1,1,1,0,0,0,0
"7E6",1,1,1,1,0,0,0,0
"7E7",0,0,0,0,0,0,0,0
"7E8",0,0,0,0,0,0,0,0
"7F1",1,1,1,0,0,0,0,0
"7F2",1,0,0,0,0,0,0,0
"7F3",1,1,1,0,0,0,0,0
"7F4",1,1,1,1,0,0,0,0
"7F5",0,0,0,0,0,0,0,0
"7F6",1,1,1,1,0,0,0,0
"7F7",0,0,1,0,0,0,1,0
"7F8",0,0,0,0,0,0,0,0
"7G1",0,0,0,0,0,0,0,0
"7G2",1,0,0,0,0,0,0,0
"7G3",1,0,1,1,0,0,0,0
"7G4",0,0,1,0,0,0,0,0
"7G5",0,0,0,0,0,0,0,0
"7G6",1,1,0,0,0,0,0,0
"7G7",0,0,0,0,0,0,0,0
"7G8",0,0,0,1,0,0,0,0
"7H1",1,0,0,0,0,0,0,0
"7H2",0,1,1,0,0,0,0,0
"7H3",1,1,1,1,0,0,0,1
"7H4",1,0,0,1,0,0,0,0
"7H5",0,0,0,0,0,0,0,0
"7H6",0,0,0,0,0,0,0,0
"7H7",0,0,0,0,0,0,0,0
"7H8",0,0,0,0,0,0,0,0
