"Directory","1","2","3","4","5","6","7","8","9"
"7A1",10,68,15,6,2,0,0,0,0
"7A2",75,70,12,9,6,1,0,0,0
"7A3",35,30,14,5,6,2,0,1,0
"7A4",31,8,9,4,5,0,0,0,0
"7A5",23,146,12,4,2,0,0,2,0
"7A6",28,41,12,16,4,1,1,1,0
"7A7",46,13,4,6,2,1,0,1,0
"7A8",66,24,9,3,4,0,0,0,2
"7B1",4,79,20,1,2,0,0,1,0
"7B2",24,83,22,3,8,1,1,1,1
"7B3",11,81,17,4,6,0,0,1,0
"7B4",9,81,0,0,0,0,0,0,0
"7B5",44,105,18,6,3,0,0,0,1
"7B6",27,91,19,16,8,1,0,0,1
"7B7",4,59,13,4,2,0,0,0,0
"7B8",37,141,14,7,7,0,0,0,1
"7C1",19,84,35,11,7,0,0,0,2
"7C2",6,86,13,5,4,0,0,0,0
"7C3",5,42,16,3,2,1,0,0,1
"7C4",13,99,35,6,0,0,1,0,0
"7C5",18,62,25,8,2,1,1,0,1
"7C6",10,65,21,3,2,0,0,0,1
"7C7",7,56,12,9,2,1,0,0,1
"7C8",53,57,17,6,5,2,0,1,0
"7D1",11,57,21,8,6,0,0,0,2
"7D2",11,90,14,7,4,0,0,0,0
"7D3",18,82,26,6,5,4,0,1,0
"7D4",3,35,38,9,2,0,0,0,1
"7D5",4,17,16,0,0,0,0,0,0
"7D6",13,38,24,6,0,0,0,0,2
"7D7",40,57,29,15,2,3,0,0,0
"7D8",17,42,11,2,5,0,0,0,0
"7E1",22,37,21,11,1,0,0,1,1
"7E2",47,81,14,2,0,0,0,0,0
"7E3",11,31,30,7,1,0,1,0,0
"7E4",13,28,7,3,0,0,0,0,0
"7E5",21,98,33,20,2,0,0,0,0
"7E6",7,82,102,16,3,1,0,2,0
"7E7",31,75,32,6,4,0,0,0,0
"7E8",28,84,9,11,6,2,0,0,2
"7F1",46,85,15,7,2,0,1,0,1
"7F2",34,32,17,5,0,0,1,0,0
"7F3",23,31,15,3,0,0,0,0,0
"7F4",30,78,20,6,5,0,0,0,0
"7F5",27,77,18,6,3,1,2,0,2
"7F6",25,41,22,12,3,0,0,1,0
"7F7",1,17,8,4,0,0,0,0,0
"7F8",21,46,10,10,5,1,0,0,0
"7G1",21,76,11,8,5,2,0,1,2
"7G2",1,4,1,0,0,0,0,0,0
"7G3",22,25,14,10,5,0,1,1,0
"7G4",16,24,18,7,4,0,0,0,0
"7G5",19,52,13,7,0,0,0,0,0
"7G6",35,12,4,6,4,0,0,0,0
"7G7",33,39,10,5,3,0,0,0,0
"7G8",8,28,8,4,1,0,0,1,0
"7H1",13,44,10,5,1,1,0,1,0
"7H2",21,8,10,3,0,0,0,0,0
"7H3",27,24,12,4,0,2,1,1,0
"7H4",28,48,15,10,1,1,0,0,0
"7H5",37,60,17,7,3,0,0,0,0
"7H6",33,28,16,9,10,0,0,0,0
"7H7",33,18,8,7,5,0,1,1,1
"7H8",17,56,10,10,5,2,0,0,1
