"Directory","1","2","3","4","5","6","7","8","9"
"7A1",2,4,10,5,2,0,0,0,0
"7A2",7,10,7,7,4,1,0,0,0
"7A3",5,13,9,5,4,2,0,1,0
"7A4",6,7,7,4,5,0,0,0,0
"7A5",3,12,9,2,1,0,0,2,0
"7A6",6,13,9,4,4,1,1,1,0
"7A7",3,5,4,3,2,1,0,1,0
"7A8",4,8,6,2,3,0,0,0,2
"7B1",1,3,9,1,2,0,0,1,0
"7B2",5,9,8,2,7,1,1,1,1
"7B3",1,7,12,3,6,0,0,1,0
"7B4",3,3,0,0,0,0,0,0,0
"7B5",4,9,7,5,3,0,0,0,1
"7B6",5,8,9,7,4,1,0,0,1
"7B7",1,12,11,2,2,0,0,0,0
"7B8",6,10,10,6,7,0,0,0,1
"7C1",3,9,11,8,6,0,0,0,1
"7C2",5,12,9,4,4,0,0,0,0
"7C3",3,14,11,2,2,1,0,0,1
"7C4",4,11,13,5,0,0,1,0,0
"7C5",6,14,10,7,2,1,1,0,1
"7C6",5,7,11,1,1,0,0,0,1
"7C7",3,8,10,5,2,1,0,0,1
"7C8",7,10,11,6,5,2,0,1,0
"7D1",8,9,9,6,5,0,0,0,2
"7D2",3,7,6,6,3,0,0,0,0
"7D3",4,8,13,5,3,2,0,1,0
"7D4",2,11,12,6,2,0,0,0,1
"7D5",3,8,11,0,0,0,0,0,0
"7D6",3,8,13,4,0,0,0,0,2
"7D7",6,10,13,11,2,3,0,0,0
"7D8",7,10,9,2,3,0,0,0,0
"7E1",6,11,13,8,1,0,0,1,1
"7E2",7,10,6,2,0,0,0,0,0
"7E3",2,6,12,5,1,0,1,0,0
"7E4",3,4,4,3,0,0,0,0,0
"7E5",6,12,13,15,2,0,0,0,0
"7E6",1,11,9,8,3,1,0,2,0
"7E7",8,4,15,6,3,0,0,0,0
"7E8",1,5,8,6,5,2,0,0,1
"7F1",7,11,7,5,2,0,1,0,1
"7F2",6,8,6,5,0,0,1,0,0
"7F3",5,6,9,3,0,0,0,0,0
"7F4",4,8,11,5,4,0,0,0,0
"7F5",6,11,7,5,3,1,2,0,2
"7F6",6,11,12,7,2,0,0,1,0
"7F7",1,4,7,2,0,0,0,0,0
"7F8",4,12,6,6,4,1,0,0,0
"7G1",4,12,9,5,5,2,0,1,2
"7G2",1,2,1,0,0,0,0,0,0
"7G3",6,11,8,9,5,0,1,1,0
"7G4",7,3,10,5,4,0,0,0,0
"7G5",5,10,8,5,0,0,0,0,0
"7G6",11,11,3,5,3,0,0,0,0
"7G7",8,13,7,5,3,0,0,0,0
"7G8",3,9,5,3,1,0,0,1,0
"7H1",6,10,7,5,1,1,0,1,0
"7H2",6,5,7,3,0,0,0,0,0
"7H3",2,9,7,4,0,2,1,1,0
"7H4",2,11,11,6,1,1,0,0,0
"7H5",2,9,10,7,3,0,0,0,0
"7H6",3,12,9,6,5,0,0,0,0
"7H7",7,11,8,7,5,0,1,1,1
"7H8",3,9,8,8,4,2,0,0,1
