"Directory","1","2","3","4","5","6","7","8","9"
"2A1",11,3,1,1,1,0,0,1,0
"2A2",10,4,4,4,1,1,1,0,0
"2A3",6,8,2,0,2,0,0,0,0
"2A4",10,2,2,1,0,0,1,0,0
"2A5",10,5,4,2,0,2,1,0,0
"2A6",8,4,3,1,1,3,0,1,0
"2A7",7,7,6,1,2,1,0,1,0
"2A8",9,8,6,2,1,1,0,0,0
"2B1",10,4,1,2,2,0,1,0,0
"2B2",7,4,1,0,0,0,0,0,0
"2B3",5,6,2,1,0,0,0,1,0
"2B4",7,6,3,1,1,0,0,0,0
"2B5",9,9,6,1,0,0,0,0,0
"2B6",11,7,3,2,0,2,1,3,0
"2B7",4,0,0,0,0,0,0,0,0
"2B8",1,1,0,1,0,0,0,0,0
"2C1",8,5,1,0,1,0,0,1,0
"2C2",13,5,2,1,2,0,1,0,0
"2C3",5,6,5,0,0,1,1,0,0
"2C4",9,10,3,1,0,0,0,0,0
"2C5",8,5,4,2,1,0,3,0,0
"2C6",7,5,1,1,1,0,3,1,0
"2C7",5,6,2,2,1,0,1,0,0
"2C8",8,8,2,4,0,3,1,0,0
"2D1",7,2,2,1,0,0,0,0,0
"2D2",7,5,6,2,0,0,1,0,0
"2D3",5,7,3,2,0,0,0,0,0
"2D4",10,7,2,3,0,0,1,0,0
"2D5",6,12,6,1,0,0,2,0,0
"2D6",12,10,2,0,1,1,0,0,0
"2D7",2,4,6,2,0,2,0,0,0
"2D8",6,5,2,1,0,1,3,0,0
"2E1",3,6,1,2,1,1,0,0,0
"2E2",2,6,1,0,1,0,0,0,0
"2E3",5,8,5,2,0,1,0,1,0
"2E4",6,4,1,1,0,0,0,0,0
"2E5",7,3,3,0,0,0,1,0,0
"2E6",11,7,2,1,2,0,0,1,0
"2E7",7,6,3,0,0,2,1,1,0
"2E8",6,5,0,0,1,0,0,0,0
"2F1",0,0,0,0,0,0,0,0,0
"2F2",10,4,3,2,0,0,0,0,0
"2F3",7,6,8,3,0,1,2,0,0
"2F4",7,2,0,1,0,1,0,0,0
"2F5",10,5,1,0,1,1,0,0,0
"2F6",9,4,1,1,0,0,0,1,0
"2F7",8,6,4,0,2,0,0,1,0
"2F8",6,2,2,0,1,1,2,0,0
"2G1",1,10,3,0,0,0,1,0,1
"2G2",0,0,0,0,0,0,0,0,0
"2G3",1,4,3,2,1,0,1,0,0
"2G4",1,7,3,1,2,0,0,0,0
"2G5",0,6,3,1,1,1,1,0,0
"2G6",1,9,7,2,1,0,0,1,1
"2G7",0,3,4,1,0,0,0,0,0
"2G8",1,6,1,0,0,0,0,1,1
"2H1",0,6,1,4,0,1,2,0,0
"2H2",1,6,4,1,1,0,0,0,0
"2H3",0,3,1,1,1,0,0,0,0
"2H4",2,4,4,2,1,0,1,0,0
"2H5",1,9,7,2,1,1,1,0,0
"2H6",0,6,5,2,0,1,0,0,1
"2H7",0,6,2,0,0,0,0,0,0
"2H8",1,10,4,1,1,1,0,1,0
