"Directory","1","2","3","4","5","6","7","8"
"7D4",2,4,2,4,2,2,1,1
"7D5",0,4,2,1,2,3,2,2
"7D6",2,3,4,5,3,0,0,0
"7E4",4,1,2,2,0,0,0,0
"7E5",5,4,2,3,4,0,0,0
"7E6",4,1,2,3,3,4,2,4
"7F4",3,5,3,2,3,2,0,1
"7F5",0,0,0,0,0,0,0,0
"7F6",2,3,3,3,1,0,1,1
"7P3",2,6,2,3,1,0,1,0
"7P7",2,3,1,0,0,0,0,0
"7R1",0,4,2,4,4,4,0,1
"7R3",2,4,4,3,4,2,1,0
"7R5",3,0,2,3,2,4,0,0
"7R7",1,2,2,2,1,2,0,0
"7R9",4,3,3,1,5,4,1,0
"7T3",2,4,2,2,1,2,3,0
"7T7",1,3,2,2,4,2,0,0
"7V1",4,5,3,3,3,1,1,1
"7V3",4,5,2,1,3,1,0,0
"7V5",4,4,3,3,3,0,0,1
"7V7",5,4,2,2,2,2,1,1
"7V9",3,1,2,2,2,3,1,1
"7X3",2,4,4,1,4,2,2,2
"7X7",7,3,2,3,0,2,0,1
