"Directory","1","2","3","4","5","6","7","8","9"
"7A1",1,1,1,1,1,0,0,0,0
"7A2",1,1,1,1,1,1,0,0,0
"7A3",1,1,1,1,1,1,0,1,0
"7A4",1,1,1,1,1,0,0,0,0
"7A5",1,1,1,1,1,0,0,1,0
"7A6",1,1,1,1,1,1,1,1,0
"7A7",1,1,1,1,1,1,0,1,0
"7A8",1,1,1,1,1,0,0,0,1
"7B1",1,1,1,1,1,0,0,1,0
"7B2",1,1,1,1,1,1,1,1,1
"7B3",1,1,1,1,1,0,0,1,0
"7B4",1,1,0,0,0,0,0,0,0
"7B5",1,1,1,1,1,0,0,0,1
"7B6",1,1,1,1,1,1,0,0,1
"7B7",1,1,1,1,1,0,0,0,0
"7B8",1,1,1,1,1,0,0,0,1
"7C1",1,1,1,1,1,0,0,0,1
"7C2",1,1,1,1,1,0,0,0,0
"7C3",1,1,1,1,1,1,0,0,1
"7C4",1,1,1,1,0,0,1,0,0
"7C5",1,1,1,1,1,1,1,0,1
"7C6",1,1,1,1,1,0,0,0,1
"7C7",1,1,1,1,1,1,0,0,1
"7C8",1,1,1,1,1,1,0,1,0
"7D1",1,1,1,1,1,0,0,0,1
"7D2",1,1,1,1,1,0,0,0,0
"7D3",1,1,1,1,1,1,0,1,0
"7D4",1,1,1,1,1,0,0,0,1
"7D5",1,1,1,0,0,0,0,0,0
"7D6",1,1,1,1,0,0,0,0,1
"7D7",1,1,1,1,1,1,0,0,0
"7D8",1,1,1,1,1,0,0,0,0
"7E1",1,1,1,1,1,0,0,1,1
"7E2",1,1,1,1,0,0,0,0,0
"7E3",1,1,1,1,1,0,1,0,0
"7E4",1,1,1,1,0,0,0,0,0
"7E5",1,1,1,1,1,0,0,0,0
"7E6",1,1,1,1,1,1,0,1,0
"7E7",1,1,1,1,1,0,0,0,0
"7E8",1,1,1,1,1,1,0,0,1
"7F1",1,1,1,1,1,0,1,0,1
"7F2",1,1,1,1,0,0,1,0,0
"7F3",1,1,1,1,0,0,0,0,0
"7F4",1,1,1,1,1,0,0,0,0
"7F5",1,1,1,1,1,1,1,0,1
"7F6",1,1,1,1,1,0,0,1,0
"7F7",1,1,1,1,0,0,0,0,0
"7F8",1,1,1,1,1,1,0,0,0
"7G1",1,1,1,1,1,1,0,1,1
"7G2",1,1,1,0,0,0,0,0,0
"7G3",1,1,1,1,1,0,1,1,0
"7G4",1,1,1,1,1,0,0,0,0
"7G5",1,1,1,1,0,0,0,0,0
"7G6",1,1,1,1,1,0,0,0,0
"7G7",1,1,1,1,1,0,0,0,0
"7G8",1,1,1,1,1,0,0,1,0
"7H1",1,1,1,1,1,1,0,1,0
"7H2",1,1,1,1,0,0,0,0,0
"7H3",1,1,1,1,0,1,1,1,0
"7H4",1,1,1,1,1,1,0,0,0
"7H5",1,1,1,1,1,0,0,0,0
"7H6",1,1,1,1,1,0,0,0,0
"7H7",1,1,1,1,1,0,1,1,1
"7H8",1,1,1,1,1,1,0,0,1
