"Directory","1","2","3","4","5","6","7","8","9"
"2A1",1,1,1,1,1,0,0,1,0
"2A2",1,1,1,1,1,1,1,0,0
"2A3",1,1,1,0,1,0,0,0,0
"2A4",1,1,1,1,0,0,1,0,0
"2A5",1,1,1,1,0,1,1,0,0
"2A6",1,1,1,1,1,1,0,1,0
"2A7",1,1,1,1,1,1,0,1,0
"2A8",1,1,1,1,1,1,0,0,0
"2B1",1,1,1,1,1,0,1,0,0
"2B2",1,1,1,0,0,0,0,0,0
"2B3",1,1,1,1,0,0,0,1,0
"2B4",1,1,1,1,1,0,0,0,0
"2B5",1,1,1,1,0,0,0,0,0
"2B6",1,1,1,1,0,1,1,1,0
"2B7",1,0,0,0,0,0,0,0,0
"2B8",1,1,0,1,0,0,0,0,0
"2C1",1,1,1,0,1,0,0,1,0
"2C2",1,1,1,1,1,0,1,0,0
"2C3",1,1,1,0,0,1,1,0,0
"2C4",1,1,1,1,0,0,0,0,0
"2C5",1,1,1,1,1,0,1,0,0
"2C6",1,1,1,1,1,0,1,1,0
"2C7",1,1,1,1,1,0,1,0,0
"2C8",1,1,1,1,0,1,1,0,0
"2D1",1,1,1,1,0,0,0,0,0
"2D2",1,1,1,1,0,0,1,0,0
"2D3",1,1,1,1,0,0,0,0,0
"2D4",1,1,1,1,0,0,1,0,0
"2D5",1,1,1,1,0,0,1,0,0
"2D6",1,1,1,0,1,1,0,0,0
"2D7",1,1,1,1,0,1,0,0,0
"2D8",1,1,1,1,0,1,1,0,0
"2E1",1,1,1,1,1,1,0,0,0
"2E2",1,1,1,0,1,0,0,0,0
"2E3",1,1,1,1,0,1,0,1,0
"2E4",1,1,1,1,0,0,0,0,0
"2E5",1,1,1,0,0,0,1,0,0
"2E6",1,1,1,1,1,0,0,1,0
"2E7",1,1,1,0,0,1,1,1,0
"2E8",1,1,0,0,1,0,0,0,0
"2F1",0,0,0,0,0,0,0,0,0
"2F2",1,1,1,1,0,0,0,0,0
"2F3",1,1,1,1,0,1,1,0,0
"2F4",1,1,0,1,0,1,0,0,0
"2F5",1,1,1,0,1,1,0,0,0
"2F6",1,1,1,1,0,0,0,1,0
"2F7",1,1,1,0,1,0,0,1,0
"2F8",1,1,1,0,1,1,1,0,0
"2G1",1,1,1,0,0,0,1,0,1
"2G2",0,0,0,0,0,0,0,0,0
"2G3",1,1,1,1,1,0,1,0,0
"2G4",1,1,1,1,1,0,0,0,0
"2G5",0,1,1,1,1,1,1,0,0
"2G6",1,1,1,1,1,0,0,1,1
"2G7",0,1,1,1,0,0,0,0,0
"2G8",1,1,1,0,0,0,0,1,1
"2H1",0,1,1,1,0,1,1,0,0
"2H2",1,1,1,1,1,0,0,0,0
"2H3",0,1,1,1,1,0,0,0,0
"2H4",1,1,1,1,1,0,1,0,0
"2H5",1,1,1,1,1,1,1,0,0
"2H6",0,1,1,1,0,1,0,0,1
"2H7",0,1,1,0,0,0,0,0,0
"2H8",1,1,1,1,1,1,0,1,0
