"Directory","1","2","3","4","5","6","7","8"
"2D4",1,6,6,1,2,0,1,0
"2D5",1,4,3,5,4,0,2,1
"2D6",1,4,3,3,3,1,3,1
"2E4",3,2,3,4,3,3,3,1
"2E5",4,1,3,3,3,3,1,1
"2E6",3,1,3,2,1,2,0,0
"2F4",2,2,4,3,2,3,2,0
"2F5",3,3,4,5,4,1,0,0
"2F6",1,3,3,2,2,2,0,0
"2P3",1,2,3,1,0,0,0,0
"2P7",0,0,0,0,0,0,0,0
"2R1",0,0,0,0,0,0,0,0
"2R3",0,0,0,0,0,0,0,0
"2R5",2,4,4,5,1,1,1,0
"2R7",0,0,0,0,0,0,0,0
"2R9",3,5,2,3,4,2,1,0
"2T3",1,3,2,3,3,1,0,0
"2T7",0,1,1,1,0,0,0,0
"2V1",2,2,1,1,0,0,0,0
"2V3",4,5,3,3,0,0,1,0
"2V5",3,4,2,3,2,1,0,0
"2V7",5,5,5,3,1,0,0,0
"2V9",3,1,3,4,3,1,0,0
"2X3",0,0,0,2,0,2,0,0
"2X7",0,0,0,0,0,0,0,0
