"Directory","1","2","3","4","5","6","7","8"
"8D4",1,1,1,1,1,1,1,1
"8D5",1,1,1,1,1,1,1,1
"8D6",1,1,1,1,1,1,1,1
"8E4",1,1,1,1,1,1,1,1
"8E5",1,1,1,1,1,1,1,1
"8E6",1,1,1,0,1,1,1,1
"8F4",1,1,1,1,1,1,1,1
"8F5",1,1,1,1,1,1,1,1
"8F6",1,1,1,1,1,1,1,1
"8P3",1,1,1,1,1,1,1,1
"8P7",1,1,1,0,1,1,1,1
"8R1",1,1,1,1,1,1,1,1
"8R3",1,1,1,1,1,1,1,1
"8R5",1,1,1,1,1,1,1,0
"8R7",1,1,1,1,1,1,0,1
"8R9",1,1,1,0,1,1,1,1
"8T3",0,0,0,0,0,0,0,0
"8T7",1,1,1,1,1,1,1,1
"8V1",1,1,1,0,1,1,1,1
"8V3",1,1,1,1,1,1,1,0
"8V5",1,1,1,0,1,0,1,0
"8V7",1,1,1,1,1,1,1,1
"8V9",1,1,1,0,0,0,0,0
"8X3",1,1,1,0,1,1,1,1
"8X7",1,1,1,1,1,1,1,1
