"Directory","1","2","3","4","5","6","7","8","9"
"8A1",9,1,1,2,1,0,0,0,0
"8A2",9,1,0,0,0,1,1,0,0
"8A3",11,4,0,1,5,4,1,0,0
"8A4",10,2,0,2,0,0,0,1,0
"8A5",3,9,1,2,2,0,0,1,0
"8A6",1,13,2,3,0,1,4,2,0
"8A7",11,3,0,2,1,0,2,1,0
"8A8",1,8,3,3,2,5,2,0,1
"8B1",7,3,1,2,2,2,1,0,0
"8B2",0,0,0,0,0,0,0,0,0
"8B3",12,4,3,1,2,0,1,1,0
"8B4",8,2,2,2,2,0,0,0,0
"8B5",7,5,3,0,1,2,2,0,0
"8B6",9,2,3,3,2,1,3,0,0
"8B7",3,5,1,1,1,4,0,1,1
"8B8",8,0,1,2,4,2,3,5,0
"8C1",7,4,0,1,2,2,2,1,0
"8C2",11,6,2,4,2,1,1,0,0
"8C3",10,2,0,0,1,0,0,1,0
"8C4",3,3,0,1,0,0,0,1,0
"8C5",10,1,1,0,1,0,1,0,0
"8C6",12,2,0,0,2,6,4,0,0
"8C7",6,3,0,1,4,3,4,1,0
"8C8",10,3,1,2,2,3,2,2,0
"8D1",7,4,0,1,6,1,2,1,0
"8D2",9,4,3,1,2,1,3,0,0
"8D3",9,3,0,0,1,0,3,0,0
"8D4",14,1,1,0,1,1,0,1,0
"8D5",7,8,8,3,3,3,3,2,0
"8D6",15,7,3,1,3,3,2,1,0
"8D7",8,3,5,3,1,4,5,0,0
"8D8",12,1,4,3,1,4,2,0,0
"8E1",13,5,2,1,6,1,4,0,0
"8E2",10,8,5,3,3,1,0,4,0
"8E3",8,3,1,0,2,0,1,0,0
"8E4",9,4,2,0,3,0,0,2,0
"8E5",12,5,6,2,2,3,1,1,0
"8E6",14,2,1,3,1,4,3,3,0
"8E7",8,2,2,2,4,2,2,2,0
"8E8",8,1,0,1,4,2,3,4,0
"8F1",11,2,0,0,4,2,2,1,0
"8F2",11,1,2,0,2,5,3,5,0
"8F3",9,2,0,1,2,1,0,0,0
"8F4",12,3,5,3,2,3,5,1,0
"8F5",12,4,3,0,3,1,0,3,0
"8F6",8,2,1,0,2,2,2,2,1
"8F7",8,4,1,1,0,3,3,4,0
"8F8",7,0,4,0,0,0,0,0,1
"8G1",13,3,0,0,5,2,4,1,0
"8G2",0,0,0,0,0,0,0,0,0
"8G3",9,4,2,0,0,1,2,1,0
"8G4",3,2,1,1,0,1,1,1,0
"8G5",7,3,4,0,2,2,5,4,0
"8G6",5,3,7,1,1,1,4,3,0
"8G7",7,3,1,1,0,0,0,1,0
"8G8",8,1,0,0,1,1,2,1,0
"8H1",11,1,2,0,0,1,3,0,0
"8H2",9,3,1,0,2,0,2,0,0
"8H3",9,2,1,1,2,2,2,4,0
"8H4",11,4,1,0,1,0,0,0,0
"8H5",11,1,0,0,1,0,1,2,0
"8H6",9,0,0,0,0,0,0,0,0
"8H7",5,6,2,0,1,0,3,0,0
"8H8",12,4,1,0,3,2,2,3,0
