"Directory","1","2","3","4","5","6","7","8","9"
"6A1",67,4,3,1,0,0,1,1,0
"6A2",30,51,4,4,0,4,4,2,0
"6A3",26,3,1,0,1,1,1,0,0
"6A4",24,2,1,1,0,0,0,1,0
"6A5",62,6,0,0,0,0,0,0,0
"6A6",4,0,0,0,0,0,0,0,0
"6A7",0,0,0,0,0,0,0,0,0
"6A8",0,0,0,0,0,0,0,0,0
"6B1",97,22,4,1,0,1,1,2,0
"6B2",2,4,0,0,0,1,1,1,0
"6B3",50,15,3,1,1,0,2,2,0
"6B4",8,12,1,0,0,0,0,1,0
"6B5",8,35,0,0,0,0,0,0,0
"6B6",0,0,0,0,0,0,0,0,0
"6B7",0,0,0,0,0,0,0,0,0
"6B8",0,0,0,0,0,0,0,0,0
"6C1",21,16,1,0,0,1,0,1,0
"6C2",16,36,2,1,0,0,0,1,1
"6C3",3,2,11,4,2,0,0,2,1
"6C4",4,1,0,0,0,0,0,1,0
"6C5",3,2,1,0,3,0,0,0,0
"6C6",0,4,0,0,0,0,0,0,0
"6C7",0,0,0,0,0,0,0,0,0
"6C8",0,0,0,0,0,0,0,0,0
"6D1",42,2,0,2,2,1,0,3,0
"6D2",5,15,1,0,1,0,0,2,0
"6D3",0,1,0,0,0,0,0,0,0
"6D4",5,2,0,0,0,0,0,0,0
"6D5",10,0,2,0,0,0,0,0,0
"6D6",1,2,0,0,0,0,0,0,0
"6D7",1,0,0,0,0,0,0,0,0
"6D8",0,8,3,0,0,0,0,0,0
"6E1",10,0,0,0,0,0,0,1,0
"6E2",25,1,0,0,0,0,0,0,0
"6E3",7,0,0,0,0,0,1,0,0
"6E4",6,3,0,0,0,0,0,0,0
"6E5",0,0,0,0,0,0,0,0,0
"6E6",2,14,0,0,0,0,0,0,0
"6E7",38,2,0,0,0,0,1,0,0
"6E8",1,1,0,0,0,0,1,0,0
"6F1",13,0,0,0,0,0,0,0,0
"6F2",30,1,1,0,0,0,0,2,0
"6F3",10,0,1,1,0,0,0,1,0
"6F4",9,1,0,0,0,0,0,1,0
"6F5",33,12,4,0,1,0,1,0,0
"6F6",8,11,1,0,2,0,0,0,0
"6F7",6,0,0,0,0,0,0,0,0
"6F8",0,0,0,0,0,0,0,0,0
"6G1",9,19,2,0,0,0,0,1,0
"6G2",8,0,0,0,0,0,0,0,0
"6G3",1,0,4,0,0,0,0,4,0
"6G4",3,0,0,0,0,0,0,1,0
"6G5",0,0,0,0,0,0,0,0,0
"6G6",2,0,0,0,1,0,0,0,0
"6G7",9,1,0,0,0,0,0,0,0
"6G8",7,0,0,0,0,0,0,0,0
"6H1",4,1,0,0,0,1,0,0,0
"6H2",0,8,2,0,0,0,1,3,0
"6H3",48,3,1,1,0,0,0,1,0
"6H4",6,0,0,0,0,0,0,0,0
"6H5",10,2,1,1,1,0,0,1,0
"6H6",15,0,2,0,1,0,0,1,0
"6H7",1,0,0,0,0,0,0,1,0
"6H8",30,4,3,2,0,0,0,2,0
