"Directory","1","2","3","4","5","6","7","8","9"
"2A1",36,4,1,1,1,0,0,1,0
"2A2",49,6,4,4,1,1,1,0,0
"2A3",15,15,2,0,2,0,0,0,0
"2A4",17,2,2,1,0,0,1,0,0
"2A5",35,13,5,2,0,2,1,0,0
"2A6",61,8,3,1,1,4,0,1,0
"2A7",38,10,9,1,2,1,0,1,0
"2A8",68,13,6,2,1,1,0,0,0
"2B1",91,6,1,2,2,0,1,0,0
"2B2",58,5,1,0,0,0,0,0,0
"2B3",10,6,2,1,0,0,0,1,0
"2B4",15,10,3,1,1,0,0,0,0
"2B5",46,18,6,1,0,0,0,0,0
"2B6",36,10,4,2,0,2,1,3,0
"2B7",10,0,0,0,0,0,0,0,0
"2B8",1,1,0,1,0,0,0,0,0
"2C1",75,6,1,0,1,0,0,1,0
"2C2",54,6,2,1,2,0,1,0,0
"2C3",55,8,5,0,0,1,1,0,0
"2C4",43,12,3,1,0,0,0,0,0
"2C5",45,8,5,2,1,0,3,0,0
"2C6",51,7,2,1,1,0,3,1,0
"2C7",23,13,2,2,2,0,1,0,0
"2C8",22,12,2,4,0,3,1,0,0
"2D1",17,2,2,1,0,0,0,0,0
"2D2",44,8,6,2,0,0,1,0,0
"2D3",7,8,3,2,0,0,0,0,0
"2D4",29,16,2,3,0,0,1,0,0
"2D5",16,37,7,1,0,0,2,0,0
"2D6",31,13,3,0,1,1,0,0,0
"2D7",6,6,6,2,0,2,0,0,0
"2D8",20,6,2,1,0,1,3,0,0
"2E1",4,7,1,2,1,1,0,0,0
"2E2",4,7,2,0,1,0,0,0,0
"2E3",16,8,6,2,0,1,0,1,0
"2E4",8,7,1,1,0,0,0,0,0
"2E5",29,6,3,0,0,0,1,0,0
"2E6",30,9,2,1,2,0,0,1,0
"2E7",25,7,3,0,0,2,1,1,0
"2E8",13,5,0,0,1,0,0,0,0
"2F1",0,0,0,0,0,0,0,0,0
"2F2",60,5,4,2,0,0,0,0,0
"2F3",26,6,8,3,0,1,2,0,0
"2F4",25,3,0,1,0,1,0,0,0
"2F5",36,8,1,0,1,1,0,0,0
"2F6",59,4,1,1,0,0,0,1,0
"2F7",14,6,5,0,2,0,0,2,0
"2F8",16,4,2,0,1,1,2,0,0
"2G1",3,18,4,0,0,0,1,0,1
"2G2",0,0,0,0,0,0,0,0,0
"2G3",7,17,5,2,1,0,1,0,0
"2G4",8,9,5,1,2,0,0,0,0
"2G5",0,46,3,1,1,1,1,0,0
"2G6",1,56,10,2,1,0,0,1,1
"2G7",0,4,4,1,0,0,0,0,0
"2G8",11,7,2,0,0,0,0,1,1
"2H1",0,30,1,5,0,1,2,0,0
"2H2",18,17,5,1,1,0,0,0,0
"2H3",0,5,1,1,1,0,0,0,0
"2H4",11,5,4,2,1,0,1,0,0
"2H5",15,11,7,2,1,1,1,0,0
"2H6",0,11,7,2,0,1,0,0,1
"2H7",0,17,2,0,0,0,0,0,0
"2H8",21,15,5,1,1,1,0,1,0
